Desc Bibliothèque;Desc Statut Exemplaire;ID Statut Exemplaire;Titre;No de Notice BIB;Desc4;Desc5;Auteur;Date Publication;Desc Format
BU St-Jean;En rayon;19;Agriculture et alimentation en Méditerranée;61762;PPN08387464X;;;2004;Books
BU St-Jean;En rayon;19;Agriculture et aquaculture;71010;PPN070792984;;;1993;Books
BU St-Jean;En rayon;19;Agriculture et monde agricole;46364;PPN075216175;;Daucé, Pierre (19..-....);2003;Books
BU St-Jean;En rayon;19;Agriculture et négociations commerciales;6703;PPN045295786;;;1999;Books
BU St-Jean;En rayon;19;Agriculture et politiques agricoles en France et au Québec;114020;PPN002340836;;;1990;Books
BU St-Jean;En rayon;19;Agriculture et tourisme;154470;PPN203931939;;Assali, Jean-Jacques;1970;Books
BU St-Jean;En rayon;19;Agriculture et équilibre économique;189218;PPN02410745X;;Badouin, Robert (19..-....);1961;Books
BU St-Jean;En rayon;19;Agriculture in economic development;77993;PPN014566443;;;1964;Books
BU St-Jean;En rayon;19;Agriculture mondiale;134221;PPN003701565;;Organisation des Nations Unies pour l'alimentation et l'agriculture;1995;Books
BU St-Jean;En rayon;19;Agriculture, environnement et pollution de l'eau;235348;PPN00393666X;;;1995;Books
BU St-Jean;En rayon;19;Agriculture, monde rural et environnement;4412;PPN04521283X;;France. Ministère de l'aménagement du territoire et de l'environnement (1997-2002);1998;Books
BU St-Jean;En rayon;19;Agriculture, régions et organisation administrative;41243;PPN069712387;;;2002;Books
BU St-Jean;En rayon;19;Agricultures africaines et marché mondial;103309;PPN120067382;;Dufumier, Marc;2007;Books
BU St-Jean;En rayon;19;Agricultures et campagnes dans le monde;250119;PPN004057120;;;1996;Books
BU St-Jean;En rayon;19;Agro-industrie et développement;170185;PPN041185722;;Hakmouni, Habib;1983;Books
BU St-Jean;En rayon;19;Agro-ressources et écosystèmes;327641;PPN164530541;;;2012;Books
BU St-Jean;En rayon;19;Agroécologie;352106;PPN181437279;;;2014;Books
BU St-Jean;En rayon;19;Agrégats monétaires pondérés;6257;PPN004519701;;Lecarpentier-Moyal, Sylvie;1998;Books
BU St-Jean;En rayon;19;Ah dieu ! que la guerre économique est jolie !;259624;PPN004356942;;Labarde, Philippe (1939-....);1998;Books
BU St-Jean;En rayon;19;Aid activities in CEECs/NIS;28065;PPN058871594;;Organisation de coopération et de développement économiques. Comité d'aide au développement;2001;Books
BU St-Jean;En rayon;19;Aide publique au développement et financements privés;38067;PPN069323054;;Organisation de coopération et de développement économiques;2002;Books
BU St-Jean;En rayon;19;Aide à la décision;191102;PPN007027974;;Kami, Michael;1989;Books
BU St-Jean;En rayon;19;Aide à la décision de gestion;153045;PPN001402196;;Chekroun, Elian;1989;Books
BU St-Jean;En rayon;19;Aide-mémoire de Java;108055;PPN127498818;;Granet, Vincent (1959-....);2008;Books
BU St-Jean;En rayon;19;Aide-mémoire de chimie organique;267195;PPN146661486;;Depovere, Paul;2010;Books
BU St-Jean;En rayon;19;Aide-mémoire de communication digitale;411679;PPN204584221;;Pelet, Jean-Éric (1976-....);2017;Books
BU St-Jean;En rayon;19;Aide-mémoire de marketing digital;410107;PPN202753956;;Lejealle, Catherine;2017;Books
BU St-Jean;En rayon;19;Airbus, un succès industriel européen;8436;PPN003755762;;;1995;Books
BU St-Jean;En rayon;19;Aire métropolitaine de Lille;334842;PPN159488745;;Agence de développement et d'urbanisme de Lille-métropole;2011;Books
BU St-Jean;En rayon;19;Aires de changement de résidence et d'emploi dans l'agglomération parisienne;79620;PPN052953580;;Freyssenet, Michel;1970;Books
BU St-Jean;En rayon;19;Ajustement avec croissance;119733;PPN135255430;;Shajari, Parastoo (1977-...);2009;Books
BU St-Jean;En rayon;19;Ajustement en vue des échanges;186284;PPN000038911;;Centre de développement de l'OCDE;1975;Books
BU St-Jean;En rayon;19;Ajustement et développement;115185;PPN003365808;;;1994;Books
BU St-Jean;En rayon;19;Ajustement et technologie en Afrique;33924;PPN067113494;;Djeflat, Abdelkader;2002;Books
BU St-Jean;En rayon;19;Ajustement et équité au Maroc;199134;PPN002519143;;Centre de développement de l'OCDE;1991;Books
BU St-Jean;En rayon;19;Ajustement et équité dans les pays en développement;166458;PPN012322857;;Bourguignon, François (19-....) (docteur en économie);1992;Books
BU St-Jean;En rayon;19;Ajustement et équité en Côte d'Ivoire;115187;PPN012322830;;Schneider, Hartmut (19..-....) (économiste);1992;Books
BU St-Jean;En rayon;19;Ajustement structurel et lutte contre la pauvreté en Afrique;82759;PPN045273308;;Sarrasin, Bruno (1968-....);1999;Books
BU St-Jean;En rayon;19;Ajustement structurel, ajustement informel;116648;PPN002580543;;;1991;Books
BU St-Jean;En rayon;19;Ajustement, éducation, emploi;245747;PPN003915441;;;1995;Books
BU St-Jean;En rayon;19;Akhan, contes oraux de la forêt indochinoise;25755;PPN000576611;;;1977;Books
BU St-Jean;En rayon;19;Alaet l'insouciant;397695;ELC359520;;Genefort, Laurent (1968-....);2007;Books
BU St-Jean;En rayon;19;Album d'honneur de tous les Français résidant au Mexique partis pour la France;353135;PPN104865091;;;2005;Books
BU St-Jean;En rayon;19;Alcool, alcoolisme, alcoolisation;409625;PPN024418250;;Ledermann, Sully (1915-1967);1964;Books
BU St-Jean;En rayon;19;Alena-Mercosur;34423;PPN060278838;;;2001;Books
BU St-Jean;En rayon;19;Alerte marketing;73542;PPN094637326;;Gauzente, Claire;2005;Books
BU St-Jean;En rayon;19;Alexis de Tocqueville, 1805-1859;400424;PPN02177241X;;Jardin, André (1912-1996);1984;Books
BU St-Jean;En rayon;19;Alfabetización funcional de adultos;76841;PPN104859377;;Soria, Luis Eduardo;1968;Books
BU St-Jean;En rayon;19;Alfred Binet;34363;PPN045268762;;Avanzini, Guy (1929-....);1999;Books
BU St-Jean;En rayon;19;Algies et dysfonctionnements de l'appareil manducateur;120669;PPN00340627X;;Rozencweig, Daniel;1994;Books
BU St-Jean;En rayon;19;Algies faciales et odontologie;260695;260695;;Macé, Alain;1982;Books
BU St-Jean;En rayon;19;Algies oro-faciales au cabinet dentaire;251594;251594;;Genet, Julie;1996;Books
BU St-Jean;En rayon;19;Algies, névralgies et odontostomatologie;261205;261205;;Texier, Thierry;1985;Books
BU St-Jean;En rayon;19;Algorithmique en Java 5;79354;PPN108784967;;Léry, Jean-Michel;2006;Books
BU St-Jean;En rayon;19;Algorithmique et programmation en Java;349263;PPN179336363;;Granet, Vincent;2014;Books
BU St-Jean;En rayon;19;Algorithmique et programmation en Java;421511;PPN230080316;;Granet, Vincent (1959-....);2018;Books
BU St-Jean;En rayon;19;Algèbre;59976;PPN083608672;;Lecoutre, Jean-Pierre (1948-....);2005;Books
BU St-Jean;En rayon;19;Algèbre;101695;PPN122144309;;Gaultier, Maurice;2008;Books
BU St-Jean;En rayon;19;Algèbre;158114;PPN001612166;;Lecoutre, Jean-Pierre (1948-....);1990;Books
BU St-Jean;En rayon;19;Algèbre;261553;PPN004364759;;Lecoutre, Jean-Pierre (1948-....);1998;Books
BU St-Jean;En rayon;19;Algèbre;349439;PPN17630682X;;Lecoutre, Jean-Pierre (1948-....);2014;Books
BU St-Jean;En rayon;19;Algèbre Analyse Probabilités;361244;PPN188214380;;Meunier, Pierre (1944-....);2015;Books
BU St-Jean;En rayon;19;Algèbre commutative;26338;PPN05860328X;;Goblot, Rémi;2001;Books
BU St-Jean;En rayon;19;Algèbre et géométrie;15391;PPN004475119;;Combes, François (1938-....);1998;Books
BU St-Jean;En rayon;19;Algèbre et géométrie PC-PSI-PT;106080;PPN12439261X;;Monier, Jean-Marie;2008;Books
BU St-Jean;En rayon;19;Algèbre linéaire;10008;PPN045324034;;Denmat, Anne;1999;Books
BU St-Jean;En rayon;19;Algèbre linéaire;34717;PPN068730349;;Grifone, Joseph (1940-....);2002;Books
BU St-Jean;En rayon;19;Algèbre linéaire;40345;PPN074102214;;Lipschutz, Seymour (1931-....);2003;Books
BU St-Jean;En rayon;19;Algèbre linéaire;52162;PPN077856945;;Lay, David C. (1941-....);2004;Books
BU St-Jean;En rayon;19;Algèbre linéaire pour l'économie et les sciences sociales;104298;PPN002290847;;Bair, Jacques;1990;Books
BU St-Jean;En rayon;19;Algèbre linéaire pour économistes;8309;PPN045288291;;Piller, Alain (1964-....);1999;Books
BU St-Jean;En rayon;19;Algèbre linéaire pour économistes;227867;PPN000724327;;Guerrien, Bernard;1982;Books
BU St-Jean;En rayon;19;Algèbre linéaire pour économistes;252309;PPN004121732;;Guerrien, Bernard;1997;Books
BU St-Jean;En rayon;19;Algèbre linéaire, géométrie;152203;PPN004602943;;Lesieur, Léonce (1914-2002);1982;Books
BU St-Jean;En rayon;19;Algèbre pour les sciences économiques;147556;PPN00253150X;;Dupont, Bernard (1931-....);1991;Books
BU St-Jean;En rayon;19;Algèbre pour les sciences économiques;258254;PPN004213017;;Dupont, Bernard (1931-....);1997;Books
BU St-Jean;En rayon;19;Algèbre pour économistes;249211;PPN003990877;;Mérigot, Michel (1941-....);1996;Books
BU St-Jean;En rayon;19;Algérie;159730;PPN007105606;;Hireche, Assia (1961-....);1989;Books
BU St-Jean;En rayon;19;Algérie 20 ans;351365;PPN005064155;;;1982;Books
BU St-Jean;En rayon;19;Algérie 60;192227;PPN000578746;;Bourdieu, Pierre (1930-2002);1977;Books
BU St-Jean;En rayon;19;Algérie, décomposition d'une industrie;38939;PPN067724213;;Boudjenah, Yasmine;2002;Books
BU St-Jean;En rayon;19;Algériens en France;331827;PPN164454446;;;2012;Books
BU St-Jean;En rayon;19;Aliens mode d'emploi;397696;PPN162382332;;Genefort, Laurent (1968-....);2012;Books
BU St-Jean;En rayon;19;Alignement stratégique;98925;PPN118680854;;Fimbel, Eric (1953-....);2007;Books
BU St-Jean;En rayon;19;Alimentations adolescentes en France;317193;PPN13731986X;;Observatoire CIDIL de l'harmonie alimentaire (France);2009;Books
BU St-Jean;En rayon;19;All clear;411627;PPN183681525;;Willis, Connie (1945-....);2015;Books
BU St-Jean;En rayon;19;All my darling daughters;411625;PPN111414636;;Yoshinaga, Fumi;2006;Books
BU St-Jean;En rayon;19;All-season tourism;6453;PPN013361198;;Union européenne. Unité Tourisme;1993;Books
BU St-Jean;En rayon;19;Allaitement maternel;280396;PPN145640051;;;2010;Books
BU St-Jean;En rayon;19;Allaitement maternel & développement durable;272727;PPN145916464;;Mortemard de Boisse, Patrick;2010;Books
BU St-Jean;En rayon;19;Allaitement maternel : le rôle de la sage-femme en cas d'hospitalisation du nouveau-né;268583;PPN146976797;;Badin, Julie (1985-);2009;Books
BU St-Jean;En rayon;19;Allaitement maternel chez les patientes ayant eu un antécédent de chirurgie mammaire;273864;PPN148010040;;Nooman, Ameni (1986-);2010;Books
BU St-Jean;En rayon;19;Allaitement maternel et retour à domicile;330317;PPN167880764;;Alloncle, Jennifer (1989-....);2012;Books
BU St-Jean;En rayon;19;Allaiter;417208;PPN202904237;;Boulinguez-Jouan, Véronique;2017;Books
BU St-Jean;En rayon;19;Allemagne;77621;PPN018064531;;Échanges franco-allemands. Journées d'études 1966 Paris;1967;Books
BU St-Jean;En rayon;19;Allemagne;356553;PPN183165756;;Fossati, Katarzyna;2014;Books
BU St-Jean;En rayon;19;Allemagne 2001;23119;PPN058610944;;;2001;Books
BU St-Jean;En rayon;19;Allez les filles !;101380;PPN002780127;;Baudelot, Christian (1938-....);1993;Books
BU St-Jean;En rayon;19;Allez les filles !;213700;PPN002496100;;Baudelot, Christian (1938-....);1992;Books
BU St-Jean;En rayon;19;Alliance advantage;423664;PPN048215023;;Doz, Yves;1998;Books
BU St-Jean;En rayon;19;Alliances et transport aérien;96841;PPN118746448;;Chaumet-Dalmasso, Sophie (1970-);2006;Books
BU St-Jean;En rayon;19;Alliances interentreprises;22502;PPN058052364;;Jolly, Dominique R.;2001;Books
BU St-Jean;En rayon;19;Alliances stratégiques coopératives européennes;68055;PPN003268047;;Urban, Sabine M.-L.;1994;Books
BU St-Jean;En rayon;19;Alliances stratégiques dans les pays en développement, spécificité, management et conditions de;57914;PPN079731449;;Ouédraogo, Alidou;2003;Books
BU St-Jean;En rayon;19;Allocation et contrôle du capital social;150303;PPN041479599;;Guigou, Jean-Daniel;1993;Books
BU St-Jean;En rayon;19;Allocution de René Maheu:;39514;39514;;Maheu, René (1863-1937)Organisation des Nations Unies pour l'éducation, la science et la culture;1972;Books
BU St-Jean;En rayon;19;Allègement de la dette extérieure des pays en voie de développemnt;32410;PPN069713715;;Abdelhafidh, Samir (1969-....);2003;Books
BU St-Jean;En rayon;19;Alpes-Maritimes, Provence-Côte d'Azur;105916;PPN125587554;;;2008;Books
BU St-Jean;En rayon;19;Alpes-de-Haute-Provence, Provence Côte d'Azur;324208;PPN127473394;;;2008;Books
BU St-Jean;En rayon;19;Alpha leadership;126529;PPN137004699;;Deering, Anne (1959-....);2009;Books
BU St-Jean;En rayon;19;Alphabétisation et enseignement des adultes;76769;PPN022675353;;Conférence internationale de l'instruction publique;1964;Books
BU St-Jean;En rayon;19;Alphabétisation et promotion des migrants étrangers en France/;39445;39445;;Commission de la République Française pour l'Education, la Science et la Culture;1971;Books
BU St-Jean;En rayon;19;Alphabétisation et éducation des adultes en Afrique noire et dans les pays en voie de développeme;80243;PPN109229312;;;1965;Books
BU St-Jean;En rayon;19;Alphabétisation fonctionnelle et développement économique;79506;PPN108900754;;Meister, Albert (1927-1982);1971;Books
BU St-Jean;En rayon;19;Alphabétisation féminine:;40110;40110;;Secrétariat d'état aux affaires étrangères;1971;Books
BU St-Jean;En rayon;19;Alphabétisation, pédagogie et luttes;76792;PPN001682385;;Collectif d'alphabétisation (Paris);1973;Books
BU St-Jean;En rayon;19;Alphabétisation:;39496;39496;;;9999;Books
BU St-Jean;En rayon;19;Alphabétisation:;39558;39558;;;1977;Books
BU St-Jean;En rayon;19;Alphabétiser en créole;76857;PPN010392858;;;1981;Books
BU St-Jean;En rayon;19;Alsace;139239;PPN129792802;;Bianquis-Gasser, Isabelle;1994;Books
BU St-Jean;En rayon;19;Alter développements & développements altérés;54787;PPN076981703;;;2003;Books
BU St-Jean;En rayon;19;Altermarxisme;97030;PPN118829270;;Bidet, Jacques;2007;Books
BU St-Jean;En rayon;19;Alternatives of ethnicity;77488;PPN105925314;;Bostock, William Walter (1943-....);1977;Books
BU St-Jean;En rayon;19;Alternatives économiques poche, hors série.;339042;ELC1903870;;Clerc, Denis (1943-....);2013;Books
BU St-Jean;En rayon;19;Altruisme;1774;PPN004428692;;;1998;Books
BU St-Jean;En rayon;19;Altérité polynésienne et conscience occidentale;142219;PPN135662826;;Rigo, Bernard;2002;Books
BU St-Jean;En rayon;19;Altérité, mythes et réalités;13493;PPN048611468;;;1999;Books
BU St-Jean;En rayon;19;Aléas et progrès;223541;PPN000748358;;Massé, Pierre (1898-1987);1984;Books
BU St-Jean;En rayon;19;Amalgames et toxicité mercurielle;4901;PPN049532278;;Burlot, Julie (1975-....);1999;Books
BU St-Jean;En rayon;19;Amartya Sen;277561;PPN129407771;;Bonvin, Jean-Michel;2008;Books
BU St-Jean;En rayon;19;Amazonian Ecuador;77255;PPN019078072;;Whitten, Norman Earl (1937-....);1978;Books
BU St-Jean;En rayon;19;Ambiances en débats;139172;PPN080597602;;;2004;Books
BU St-Jean;En rayon;19;Ambiguités des modèles et spécifité de la société martiniquaise/;39340;39340;;Gresle, François;1971;Books
BU St-Jean;En rayon;19;America's new economy;97634;PPN085797731;;Brender, Anton (1947-....);2005;Books
BU St-Jean;En rayon;19;American apartheid;72564;PPN003292940;;Massey, Douglas S. (1952-....);1993;Books
BU St-Jean;En rayon;19;American apartheid;95097;PPN003604837;;Denton, Nancy A;1995;Books
BU St-Jean;En rayon;19;American civilization;270392;PPN136163300;;Mauk, David (1945-....);2009;Books
BU St-Jean;En rayon;19;American english grammar;161143;PPN007854951;;Fries, Charles Carpenter (1887-....);1940;Books
BU St-Jean;En rayon;19;American men of science;80336;PPN015682307;;;1968;Books
BU St-Jean;En rayon;19;American perceptions of immigrant and invasive species;106261;PPN12706978X;;Coates, Peter A. (1957-....);2006;Books
BU St-Jean;En rayon;19;American research on Russia;76968;PPN088902420;;;1959;Books
BU St-Jean;En rayon;19;American society;77240;PPN014204371;;Williams, Robin Murphy (1914-....);1970;Books
BU St-Jean;En rayon;19;Ammassalik ou la civilisation obligatoire;77373;PPN013512374;;Gessain, Robert (1907-1986);1969;Books
BU St-Jean;En rayon;19;Amorim;98560;PPN103884033;;Santos, Carlos Oliveira;1997;Books
BU St-Jean;En rayon;19;Amours blessantes;327138;PPN122751809;;Nananan, Kiriko;2008;Books
BU St-Jean;En rayon;19;Amours et tourisme;337808;PPN167887548;;;2013;Books
BU St-Jean;En rayon;19;Amours paysannes;140882;PPN08342587X;;Geaudrolet, Adeline (1910-....);2004;Books
BU St-Jean;En rayon;19;Amélioration de la communication au sein du cabinet dentaire;4906;PPN049532847;;Constantini, Sandra (1973-....);1999;Books
BU St-Jean;En rayon;19;Amélioration de la communication patient-praticien;139120;PPN142571369;;Ennouchi, Sarah (1984-....);2010;Books
BU St-Jean;En rayon;19;Amélioration de la création d'emploi en zone urbaine;247524;PPN003872440;;France. Premier ministre;1996;Books
BU St-Jean;En rayon;19;Amélioration des performances par l'analyse de la valeur;140894;PPN103474412;;Lasnier, Gilles;2006;Books
BU St-Jean;En rayon;19;Améliorer l'image des prestations des établissements publics par la communication, la technique et;219317;PPN002006170;;Association pour le perfectionnement des approvisionnements dans les services publics (France). Sess;1990;Books
BU St-Jean;En rayon;19;Améliorer la qualité de l'accueil touristique;337794;PPN169611027;;;2013;Books
BU St-Jean;En rayon;19;Améliorer la qualité de la relation service public-usagers;45805;PPN074063502;;Carlier, Bruno (1961-.....);2003;Books
BU St-Jean;En rayon;19;Améliorer les performances de son équipe;30361;PPN055466699;;Bacal, Robert;2001;Books
